case_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-2J-AABH,-1.5193132,-0.25963795,-0.7283393,1.0320889,0.03242203,-0.080421746,0.15960145,-1.516036,0.7028039,-0.6225684,-0.26808843,0.88243574,-0.8250367,0.39204684,-2.6386807,-0.53338337,-0.5519154,-0.5506597,-0.1082193,-0.044883974,0.6152462,-0.5651189,0.7094204,0.24820329,-1.1862378,0.82925737,-0.29965836,0.46574658,-0.024214592,-1.0425546,-1.4547305,-0.8885664,0.44873017,0.2069733,1.3449975,0.29302478,-1.0781329,1.411722,1.6487322,0.3298316,-1.3283185,0.09364726,-1.2432984,1.2048335,-0.8111729,-1.1559438,0.7856364,-1.2217057,0.976389,0.41346052,-0.43393874,-1.7108213,-0.2707937,0.91812,-0.36581373,0.041037023,-0.34046066,0.5945178,-0.42730424,0.2401678,-0.14929539,1.1426177,-0.34042764,-0.14695229,-0.026941836,0.2765423,0.7480854,0.9581453,-0.5664666,-1.2855848,-0.103627965,1.0460405,1.299966,-0.06415889,1.2615652,0.5444932,-0.66898334,1.6614019,2.410004,0.404522,-0.85730636,0.56226397,0.1814266,1.3964956,0.56259185,-1.1787453,1.3239764,0.23342948,0.55779475,0.23135948,0.44072092,0.2498346,-0.84470576,-0.9952402,1.8536541,-0.37820125,-0.829937,-0.78036946,-0.21065441,-0.40192994
TCGA-HZ-7918,0.32543716,0.3600437,-2.4898872,-1.2249144,-0.8173909,-0.1686944,0.19733687,-0.17693348,0.6143964,-1.3132505,-0.05070293,-0.4805969,-0.7618447,0.033522453,-0.98868,-0.13317357,-0.7169294,0.45184392,-0.8086477,1.6405768,-1.642089,1.2369515,-0.010815859,-1.4631002,0.006765881,-0.85097706,1.0527922,-1.2169104,-0.43335867,-0.19725618,-0.96408594,-0.598392,0.1630626,-0.40572238,0.24330425,0.74570096,0.71878034,-0.2753669,-1.0082245,-0.4878281,-0.78123546,0.5769116,1.2938689,1.1041917,0.36875844,-0.24107194,0.7448449,-0.42904192,0.20712337,-0.48265806,0.4821452,2.6377745,0.19965066,0.18824896,0.510013,-0.024287626,0.54076624,-0.060762465,-0.005666584,-1.4923345,-0.9222186,-2.0002472,-1.0018289,-0.81094414,-2.0536408,0.22068697,0.0022368804,1.0594783,-0.22338012,0.98700494,0.33376947,1.4180756,0.016918583,0.028514713,0.48135474,-0.7625663,-0.8549674,1.5364056,-0.9925564,1.5645744,-0.123950034,-0.7347351,-0.8884692,-0.62009555,-1.7396798,0.42225334,0.5915043,-1.0951908,-0.9858087,1.4075694,-0.08652952,0.6441995,-0.8692279,0.11093566,-0.3353591,-2.061504,0.3282159,-0.028678346,2.0514047,-1.1988835
TCGA-2J-AAB9,-0.55218816,-2.0700157,1.7068324,-0.10219215,0.3517256,0.6895586,-1.4958198,-0.03507763,-1.3282967,0.5773358,-0.03659979,0.23961206,1.7031375,1.3659852,-0.4560413,-0.46870834,0.8774712,0.3963595,-0.2774459,-1.0342438,2.2097716,0.18262814,0.037234038,-0.31922728,0.50817215,-0.7006672,-0.5863716,0.09907046,1.1804371,0.78474563,1.6768686,-0.5146881,1.1400176,1.9780982,0.5264919,0.2777068,-0.3586381,-0.0045428723,2.6766474,0.05952946,1.1064618,-0.15708432,2.1116223,-0.5711093,-0.6417612,1.1165972,0.049020857,0.8435023,0.3989799,-0.027053457,-1.9506327,-0.90730774,-1.7732812,1.2484281,1.8237661,-0.5735199,-0.14772725,0.97108674,0.7625598,0.65432096,-1.7791007,0.3761422,0.40893322,-0.112282485,0.9760909,-0.31233087,-1.5666356,-0.20198333,-1.124169,-1.5465516,-0.46400535,0.48731828,-0.45749304,0.24266365,2.8308527,-0.124726884,0.5604859,0.42605168,-0.61644167,1.3920969,-0.039883103,0.10112275,0.44288707,-0.43632448,-0.83660305,-0.09490903,0.51889366,-0.6852337,-1.2688391,0.97511464,-3.7326145,-0.17791392,0.99591225,-0.35715172,-1.1625247,-0.032352455,0.13767418,1.4708962,0.016588477,0.6417672
TCGA-IB-7886,-0.93091387,-0.27679884,0.26293916,0.03864243,-1.1405482,0.9136746,0.33856812,-0.8735383,0.7270478,0.64723545,-0.8907101,-1.0627694,-1.0675273,0.6534705,0.5369716,-0.35749394,0.6848921,-0.59811234,-0.899019,2.4019742,2.0231395,0.702316,0.44860476,-1.148388,-2.6930938,0.49522468,0.18302386,0.37495002,0.62613535,1.4259791,1.0576417,0.6208951,-0.08813224,-0.39021367,-0.046679135,1.2437484,0.88280296,-1.431995,-0.35821328,1.192775,-0.65579784,-0.048192106,-0.017409686,-0.21777084,-0.7436401,0.5898196,-0.54342943,-0.096950054,0.50999105,0.9646007,-1.1271925,0.37164018,0.9598787,0.24688895,0.82484275,-2.2551534,-0.3211764,-0.40144503,-1.3757191,0.52054954,1.3837534,-0.19871612,0.016073901,1.4582832,-1.6045908,-2.8771877,0.8542378,1.0248533,0.49440914,0.6304344,0.04653189,0.92911935,0.1895991,-0.43745112,0.5821524,0.6586745,-0.83687955,0.9133074,-1.0337569,-0.62627125,1.1116194,-0.81865895,-0.52790886,0.9277389,-0.811488,1.220759,1.4437116,2.1983485,-0.8447647,1.1347827,-0.2525982,0.75005865,-1.4492855,1.1887537,0.47034368,0.075203344,-1.4435045,1.2070446,-0.64473736,-0.6840769
TCGA-IB-AAUU,0.927692,-0.039353695,0.17317063,-0.33436775,-0.10381231,-1.0275102,-1.0848756,-0.43464947,0.6298639,-1.3943031,1.9410948,1.158777,-0.17863962,0.1914759,0.8254604,0.8170167,-1.41608,0.68750346,-0.19137631,0.089243874,0.6959029,2.232969,-0.38731426,-1.3571645,0.8402801,1.2383466,-0.8894358,1.4958519,0.36527315,0.48934394,-0.11425917,0.050489753,-2.4172516,-0.6671079,1.0083015,-0.0016638637,-0.49496052,0.62435985,0.100460574,1.5949383,-1.4938576,1.2257009,0.76770484,0.9519171,0.7554889,0.7919637,-1.112193,-1.2509009,-1.0846206,0.42417726,0.5353188,0.75864863,-0.9169918,-0.3138377,-0.93240464,-0.009750128,1.0451413,-1.3495178,0.744415,-0.013060242,-2.693479,1.7303835,0.90098494,-1.0321182,-3.471988,0.07792252,-1.7025506,0.67541647,-0.27083567,-0.22860406,-0.40798223,-1.0805703,-0.0151228905,0.55904996,1.1942414,-0.3047049,1.3185669,0.41904247,-1.2707808,0.48089063,-1.082456,-1.6468157,1.1153052,-0.13435495,0.30072227,0.19709575,-0.19343054,-0.62283885,-1.8889475,1.1234694,2.5198739,-0.010411203,0.5695385,-1.8257645,-0.8784374,-0.5206677,-0.50674504,1.5376998,-0.23039213,0.5131094
TCGA-HZ-8315,0.9031786,-1.865555,-1.2604469,-0.8491497,1.5739361,-0.11090142,-0.38265628,-1.1184902,-0.46062878,1.1720855,-1.214903,0.5739585,-1.4135647,-0.06972436,-0.58936375,0.50887525,-1.1020217,1.2300799,0.43366987,1.5876067,-0.71226513,-0.018370021,0.5811787,-1.9856803,0.15044455,0.18664575,1.7102197,1.5531244,1.4479337,0.1328353,1.3879887,-0.7593897,1.6968508,2.18899,2.4798923,-0.17240879,-0.012083709,0.4847928,0.21934402,-0.82226866,1.3154397,0.76419586,0.09039199,0.9657977,0.5843985,0.5931946,0.25207752,-0.9824417,0.42245096,0.6442438,0.67519164,0.63296735,-0.6065368,1.2271669,0.4042779,0.6771105,0.536526,0.5413017,0.14435472,-0.44009328,0.501068,-0.98462284,0.30498707,1.1084117,-0.6814083,1.6018767,0.2560748,-0.27922833,0.33895528,-0.58486503,0.71384126,0.005726129,-0.6543267,0.03825088,0.4138332,1.2256799,-0.22904158,0.86578965,-0.82945114,-0.5926732,1.7486167,-0.88708115,-1.4128969,-0.94715625,-0.076105654,-1.134553,-0.7153052,-0.83242846,-1.1996675,0.39243,1.1218698,-0.8172021,-0.8270428,-0.5853617,-0.40834394,0.068041086,0.5819744,-1.0666687,1.2148466,-0.89463884
TCGA-2L-AAQE,0.49717817,-1.6851733,0.8211354,-0.30944633,-0.030860417,1.1780913,0.6831968,0.5912032,-1.4454652,-1.4893435,-1.4521444,-1.912287,-0.4439317,-0.14844039,-1.2153149,1.2429852,1.046436,0.4372314,0.052849144,1.6049937,1.2105286,-1.1736431,0.08341248,-2.7213237,-1.384134,-2.1316307,-0.5244862,-0.30976272,-0.6865292,0.5927979,0.6473769,0.856918,-0.5136024,-0.7165695,0.5822071,1.4088976,0.7294518,-1.7072022,0.4499317,0.31406736,-0.82970273,-0.6087604,-1.1555214,0.6250174,-0.068863034,0.48437157,1.1217664,1.222569,1.0747395,0.64064175,1.2939767,0.11145577,1.5051913,0.12080658,0.35897627,-0.97636366,-0.21049526,1.0534999,-0.294599,1.1847312,0.24373889,-1.3100113,0.90510094,-1.66816,-0.3794252,-1.9682033,0.25095457,-1.8890862,0.28868538,-1.4828168,-1.2508595,-0.064882606,0.7522748,-0.17115794,0.40904835,-0.3365644,0.42777082,-0.24817228,-0.16783085,-1.1743927,-0.45808846,-0.97980255,0.7392349,1.2328379,-0.8483144,-2.0553975,0.7346743,0.11862707,-1.2014456,-0.90055436,-0.40584254,-1.5133592,0.674276,0.27600896,0.058114067,-2.1299272,0.75710857,-0.7077721,2.0534532,0.23861262
TCGA-2J-AABO,1.1329131,-1.8132329,1.7172825,-0.42324033,0.2528466,0.09504406,0.5969738,0.45577383,-1.457471,-1.2975378,-0.9112947,-1.0158983,-0.4994723,1.5622412,0.6217113,0.12749799,0.34996158,0.5164398,-1.1594394,0.77585936,1.0269812,-1.3537444,0.79341185,-1.2658682,-1.1897476,-1.0245812,-2.198251,1.2599721,-0.16754343,-0.38134834,0.108407296,-0.70238984,-0.20359461,-0.4181056,0.7700627,-1.7550231,-1.4532442,0.55538386,0.6694069,0.38155648,0.09743604,-1.138139,-0.18163669,0.7081604,0.6628908,0.4044117,1.3154743,-1.6125348,-1.1637241,0.092144564,0.37085718,0.024906754,-0.19832833,0.55741024,0.084469736,-1.2365427,-0.16629812,0.68996745,0.6291493,0.04874763,-0.2297672,-0.7201464,0.1406986,1.1838461,2.2108912,-0.93279135,-1.0531254,-0.107405454,-0.6005253,-1.3656955,-1.4841807,-0.585053,0.45087004,-0.37220073,0.51952434,1.474333,-0.06590927,0.594655,-0.17975353,1.282363,-0.5376516,0.9873706,-1.8857465,-1.1448283,0.24738692,-0.34324285,0.20204848,-0.112702146,0.09051028,-0.10604945,3.021719,0.1407849,0.20703754,0.5243464,1.2375358,0.9592153,-0.24087368,-1.0379881,-0.5707755,0.6828424
TCGA-2J-AAB4,-0.8164637,2.0471845,-0.9084437,-0.03527956,-0.944255,0.40248236,-0.70503366,0.26404482,0.2162711,0.24908847,-0.010149926,-0.9701979,0.23056161,-1.1232644,0.9977516,-0.56205714,-0.02267471,1.0885363,0.19827983,0.8311361,0.06667854,0.66520995,0.4334966,-0.2825724,-0.8326528,-0.9534073,-0.36628023,0.2756753,0.21769486,1.6452914,-0.32983452,-0.45039746,-0.85438305,0.7175384,-0.57528216,1.1267371,0.30051357,1.21003,-0.29577535,-0.46047097,0.29330993,-0.33070412,-0.083332896,-1.6895666,-0.17939991,-0.46995416,2.0817225,0.012726106,1.4761795,-0.6063062,0.21050589,0.59954876,-0.2724226,-1.716606,1.0704659,1.6856434,1.884936,0.54065835,0.8021039,2.308282,-0.71474195,-1.0141922,-0.35368615,-1.0212322,0.3294857,0.06763353,1.4079328,-0.342317,-0.14217864,0.8169661,1.1656609,0.3086597,0.07580328,-1.7877786,0.1965096,-0.63656807,-1.5252621,-0.96992224,-1.2787317,-1.0278519,0.09066258,1.5798626,0.41811827,1.8598176,0.3792733,1.5883392,0.0966445,1.426652,0.14686036,-0.050810665,-1.274265,-0.3848794,1.3454807,0.08822955,-0.66619056,-0.4069263,0.3240406,0.21739203,1.5662901,-1.2949213
TCGA-3A-A9I9,-0.718065,0.63295,0.89226365,0.058161665,0.5547662,1.3880649,0.08966781,0.06734365,2.0194101,-1.0127908,-0.7197312,0.085271925,-1.3188596,-0.891624,-0.7855932,0.4384677,1.2310975,0.7766092,0.17954318,0.30835605,-2.375085,0.7767419,-0.36947346,2.7194822,-0.4473499,-0.5765214,-0.45913523,0.84026474,-0.55042946,0.49390605,0.95575655,0.45403537,0.92581975,0.6045227,-0.4639636,-0.0738229,-1.2804315,-0.65861094,0.19633403,0.8734363,-1.5172565,-1.008168,-0.7990639,1.4801757,1.1935027,0.0895558,0.6364163,-0.46348298,-0.23079267,-0.38302875,0.46719646,0.9111432,0.3826673,-1.070433,1.273936,0.03244986,0.5304859,0.74962103,-0.6537666,0.84289616,2.4056575,-0.11645587,0.20235372,-0.580521,0.14686877,0.11665679,-0.7934667,-0.7245202,1.8543701,0.14394185,-1.3923304,-0.08309547,0.104960024,0.77195406,-1.203176,0.1942599,-1.0598427,1.1044953,-0.4840591,0.6425293,-1.8929334,-1.1956916,-0.5945871,0.4920705,-0.36844397,-0.029782772,-0.15390009,-0.6098862,0.3516267,0.27699342,0.39287835,0.7713387,-1.356775,-0.06709032,0.5431074,-0.5711252,-1.2402415,0.66340566,-0.8017306,1.0148512
TCGA-3A-A9IJ,-0.70315254,-1.0160633,0.7780539,-0.9267197,-0.80022275,0.59949464,-0.5647204,0.63340694,2.0748136,0.24267544,0.27862254,0.7975937,1.1019162,-0.97608304,-1.3171769,-0.08915624,1.1930705,-0.60409737,-1.5666965,0.66046506,-0.17180113,0.90970504,0.7058758,-1.0836811,-1.4565309,0.62607145,-0.102758005,-0.73986936,1.2837248,-1.5546138,0.8792342,0.97860503,0.8688346,-1.7135401,2.125239,-1.4912994,-1.2638925,-0.590698,-0.64270335,0.044213638,-1.1773478,-1.7473872,0.7423311,-1.0149777,-0.44880182,0.27572048,0.5257821,0.76912975,-1.4627309,1.552855,0.11798659,1.2625848,-0.048254192,-0.27828127,-0.6534884,-0.38327134,-1.3671101,0.49330902,1.5152354,-1.0373265,-1.1447755,-1.6411997,-0.82765424,-1.1832811,-0.8848496,0.07652131,-0.3197718,-0.2757131,0.5988417,2.1387439,1.7029345,-0.63632715,-2.1970725,0.16086522,0.6948499,0.8762442,0.021703951,0.5787988,1.0827559,0.10123192,-0.41732574,0.32383388,0.60950524,1.1016264,-1.1766878,2.5453382,0.80340683,0.5922619,-0.6237472,-0.12624556,-0.5409068,0.47468746,0.13576062,1.3248587,0.91830885,-0.21563926,0.32407767,0.46544755,-0.5297006,-0.82778263
TCGA-FB-AAQ6,1.2852832,-0.38011193,0.6923206,-1.4359732,0.057688385,0.64610034,-0.20992339,-0.25874358,-1.8305581,-1.4745282,0.7438137,0.9272279,-2.341143,-2.0875795,0.40425438,-0.26915956,0.43316722,-0.445894,-1.731215,-0.74536896,-2.6031091,0.28154513,0.386922,-3.9853668,0.41830733,-0.16998672,-0.8185271,1.0251021,-0.69376796,0.37038893,-0.51206636,0.16723858,0.03623122,0.24397235,0.98990434,-0.6932845,0.7748599,0.17112194,0.38333803,0.12747227,0.3555195,0.25168887,1.0403597,0.97124064,0.0404493,0.027290136,0.060745552,1.695421,-0.9590042,0.23278576,-1.0043331,1.0171633,-0.016449869,1.1096067,-1.9934101,-0.6769885,-0.66183794,-0.9251924,0.01928587,-0.6779153,0.2032364,-0.13208479,1.0065455,0.915359,-1.3115938,-1.3287379,-0.19968525,-0.16561225,0.26695085,-0.39032602,-0.17027734,0.44359788,0.6769954,0.174677,0.4108269,-0.34894302,-0.09583914,-0.40044937,0.063198686,0.3946429,0.126112,0.020060852,-0.5237061,1.4902027,-0.3320791,1.5296111,0.1607866,0.36837816,1.3462142,-1.2104987,-3.664497,0.20195808,1.1040292,0.91794246,-0.28507724,-0.4044771,0.14827687,1.2048676,1.3215364,1.0446726
TCGA-2J-AABE,1.2283151,0.22164544,0.6457788,0.68931985,-0.8975576,0.2558921,-1.5839982,0.8398006,0.74419135,0.95745754,0.07610501,-0.3532405,2.558783,-1.5767691,-0.21464963,1.154854,0.7260983,0.40328908,-0.45155275,1.0001203,1.3189607,0.07580036,-1.8905982,0.7337458,-0.6306152,0.91275954,-1.8004155,-0.79427254,0.04471721,0.16199064,-1.7322726,-0.2512278,1.3028448,1.1148071,-0.10783148,0.34594104,-0.12321764,0.049483407,-0.011380494,0.47129917,1.5060796,-0.86671937,1.8962541,1.529955,-0.021529086,-0.3716496,0.77105,-0.51962495,1.5812192,1.3186686,-0.77059925,-1.7447574,-0.5095226,0.58547384,-0.11504778,-0.47079057,-0.31120932,0.14364903,-1.924572,0.31325126,0.652436,1.9716687,0.23563913,1.5951883,0.42182443,1.667421,0.23862259,0.13056007,-0.56537783,1.0862981,0.64144266,-0.388717,1.1248128,1.9697075,-0.6962512,-1.4147261,0.5635109,1.416685,-0.7481772,1.1891049,-0.86549,0.12956868,-1.8278645,0.6844638,1.2277887,-0.3674573,1.0686297,0.48978004,-0.6176468,1.4968827,-0.5932105,-0.50257605,-0.936346,-0.51968193,0.6484773,-0.4785759,1.3314246,0.4442398,-0.5189146,-0.4915687
TCGA-3A-A9IZ,-0.39970386,-0.97636855,-0.8324901,-0.92239594,-0.18521783,0.0794629,2.1221383,-1.2799844,-1.8705679,0.6048509,-0.5421178,0.6981138,0.29039755,-1.1833117,-0.012214042,1.0617661,-0.05741624,0.055569768,-1.3565555,-0.50864995,1.5746276,-0.042085264,0.328009,0.9111664,0.4776147,-1.0831019,0.6959546,-0.5928701,1.4363953,0.46074355,-0.13720113,-1.2950625,-1.8513646,-2.5512056,1.0973232,-0.121641494,0.03970445,-0.76238644,1.1441482,-0.26358724,-0.9589129,-0.9769041,0.05237993,-0.6400147,1.7157166,-0.7344082,-1.4105773,-0.412547,0.1645092,0.05948869,0.8127416,0.8681072,0.20038092,1.1733158,-1.445507,1.310861,-1.7634176,-0.32112896,0.086312324,2.5097418,0.2583756,0.26562834,-0.44365555,-0.89456314,0.6730228,0.44191515,-0.1884862,0.3661409,0.31957048,1.3917158,0.7218608,-0.44010073,-0.4305592,0.49440974,-0.45977953,1.0169967,1.3263544,0.40758258,1.0368011,-0.86486393,-1.7925159,-1.9946302,-1.1159403,0.32473248,0.23246118,1.0337566,0.10543205,-0.58948666,-0.47152254,-0.27093706,-0.6888809,-1.343305,0.7699152,-0.5024723,0.38290545,-0.9692198,0.60530865,0.359421,0.3909122,-0.9890262
TCGA-3A-A9IH,-1.0406919,-0.3906128,-0.54117644,-0.56244457,1.5611823,1.392321,1.6233428,0.49204808,-0.30828357,-0.97693497,-0.20441678,0.94303644,-1.6172944,1.0894635,-0.26256305,-0.02340468,-2.4779563,-0.13960765,0.81932294,-0.7878566,0.54730356,-1.5434381,0.6110861,0.85349655,0.7328993,-0.67811793,1.5237951,-0.045487333,-0.15926428,-1.3280575,-1.5914731,-1.3480908,-1.3905853,0.4292026,1.6264331,1.4377419,-1.0926079,-1.0775404,-0.27443826,-0.55848646,0.026054166,-1.0575995,1.3451217,-0.12564513,-0.46465892,-0.75459486,-0.40874934,-1.1263516,1.2646196,0.5586517,-0.50799096,0.38266867,0.79500115,-0.71321785,-0.12626916,0.2160787,-0.6026312,0.11026636,-1.1129038,-1.467027,0.914166,-0.3457729,-0.26181167,-0.16929054,0.11631638,1.3320379,0.47501698,-0.5226676,0.18228485,1.0365973,1.087635,0.60906386,1.1820002,-0.7554823,0.43969443,-1.1527739,1.678915,-2.09956,-1.0578326,-0.860188,-0.31272295,0.82722765,0.36295414,0.5440791,-0.04675749,-1.7008555,0.776134,-0.8073648,0.16288319,-1.2407706,-0.71913874,0.9424995,0.28519374,1.3631634,-1.3549829,-0.5955162,0.42089605,-1.7668881,0.16734126,1.3536812
TCGA-M8-A5N4,-0.2924652,0.95737153,-1.3991368,1.5517871,-0.3415145,0.9070901,-0.6126179,0.5384961,1.5126188,0.6388227,-0.42665595,0.7339368,1.5298827,-0.97889435,-0.49333268,-1.8639382,-1.1608454,0.459992,-2.484544,-0.38649356,0.61479294,-0.0032283776,0.4059467,0.6481107,0.75556964,0.01781565,-1.7205992,0.30213004,1.6288676,0.9937858,0.033965193,-1.513522,-0.5674515,1.0513109,-0.42343798,-0.5434435,0.56768215,-0.24185751,1.5086678,0.758608,-1.2450397,0.54765636,-0.7162567,1.386172,0.07759297,1.8820584,-0.16957511,-0.43730783,0.38486284,0.33915186,1.2990037,-0.63022316,-0.9631886,-0.2982097,1.6891971,1.0571827,-0.0005903393,1.6200666,0.046226263,-0.53361213,-0.68827635,-0.7313,0.7132626,-0.0073551647,0.27736545,0.058090836,-1.5311261,-1.1134884,0.62323034,0.67677915,-1.3260645,0.17516333,1.5353174,0.13445848,1.0373002,0.46547955,0.7480535,0.41872078,0.43626705,0.37055826,0.20573573,-0.49982214,-1.725713,0.372418,0.07533011,-0.72381485,0.4247128,-1.0357782,-0.5939749,1.0596707,-0.07340568,0.36902642,1.4435581,-0.77773696,-0.5387009,-1.0743722,-0.038464244,0.38849497,0.38354573,-1.5995052
TCGA-IB-7885,1.6210319,1.4209715,-0.5292841,-1.484508,0.28458297,2.1102865,0.309135,0.46613553,1.2113365,-0.9294333,-0.033181086,-1.2291224,-0.86146885,-0.22596823,-0.36190826,-0.099772274,-1.0001041,-0.7496963,-1.1238414,-0.36848345,0.16688192,2.8843386,1.0387864,1.6889657,-0.7397932,1.2700297,0.55022466,-0.6386296,0.5994896,0.79390436,0.6446084,1.9896811,1.8499252,-1.7973964,0.98031867,0.97612333,0.15533033,-0.37327412,0.42688048,1.7087942,-1.1314781,-1.8349406,1.3846375,0.4845085,1.3415251,0.84203935,-0.9201037,-0.6491719,0.14258489,0.43662342,-0.9425565,2.321673,0.562984,0.099535845,-0.27726373,0.7007756,-0.7831527,-0.7120777,0.10907842,-0.3085202,-0.11012302,-0.44663578,-0.9534117,-0.018618852,-0.054105222,-0.60293335,-1.444356,0.18940596,-0.13052462,0.8665748,-0.39311713,-1.0306673,1.2199085,1.5941813,-0.14907403,1.8383108,0.97785056,-1.1909919,0.26683247,0.0023060963,0.51623255,0.5593109,0.61305183,-1.1138783,2.8166764,-0.32001102,0.5306072,2.4675283,-0.30279228,-0.31019562,1.2501382,0.08798749,0.4125999,-0.35069746,0.2395257,-2.6535432,1.6134565,0.34994876,-0.026127055,0.08907306
TCGA-HZ-A4BK,-0.11965068,2.015481,1.7751541,-0.81852293,-0.51439965,0.8804388,1.3061521,-0.49532312,1.0100663,0.19532397,0.56604546,0.41050038,0.44481286,0.31046695,-0.09995636,-0.3640704,1.0718755,-0.10949935,0.8453363,1.5883746,1.6291617,-2.3647316,1.5154332,0.904132,-0.47307035,1.899306,1.4384687,-1.2822918,0.6967703,-0.2558705,1.4456377,0.44693133,0.204757,1.1314524,-0.8101255,0.84132814,-0.31783342,-0.16576523,0.10528232,0.49095714,-0.16886187,0.19633593,-1.0800186,0.14049682,-2.2889986,0.59095484,0.9860865,0.47790414,0.50727785,-0.17107011,1.2988672,-0.8272182,1.5451307,0.076723434,0.30590066,-0.9761338,-2.043997,-0.6062815,0.9130934,-1.6205118,0.3750096,1.7419366,-0.36409056,0.8923907,-3.3395653,0.64101243,0.3207764,-2.5138686,1.4189335,1.0165958,0.65825796,-0.88112146,0.92856854,0.67588097,-0.13389158,1.0315118,0.47731912,1.691217,0.12920597,0.42528486,-0.76291245,1.0249413,-0.57630426,-0.30615246,0.39913946,0.024497382,1.2689278,0.7166943,-1.2394152,0.38813287,-0.45590413,0.19839923,1.265296,-0.5215147,0.12195575,1.3951466,0.3293518,0.6939417,-0.30156833,0.65363306
TCGA-FB-A78T,0.55316067,-0.61054987,1.8206114,1.7613235,0.14636734,0.49267918,-2.012566,-0.054976534,-0.077287115,-0.4156201,1.600435,0.24433483,0.031925738,0.43299437,-0.49755907,-0.050796717,-1.3481569,0.42756057,-0.32450634,-0.7789289,0.84584546,0.26156148,-0.848289,-0.18832278,1.3250978,0.3985697,-0.9685662,-0.36224437,0.36952263,-0.7305863,-0.029309666,0.6623544,0.29839867,1.3937278,-0.120917775,-0.08171785,1.2197666,-1.4012269,-0.596049,-0.70012474,-1.0850673,-0.81349003,-0.111126214,1.0794992,0.70079935,-1.076973,-0.09789014,-0.09704456,-0.6210332,-0.56718165,-1.2790023,-0.5109051,-0.91206867,2.3315086,0.3449708,0.26037222,0.87427044,-0.40874398,-0.43102005,0.8586052,-0.121258214,1.9962248,-2.205324,-1.102751,-1.1731477,-0.47313946,0.7054677,-1.3745884,-0.14329207,0.91244173,0.6502094,-0.84468365,-1.1322867,-1.129968,-0.9031519,0.9572984,0.92414516,2.0024061,0.15267882,0.88294816,-0.1492947,0.8421526,-0.30506077,1.3375041,0.31759012,-0.40280592,1.5047734,0.909961,0.35770792,-0.043748498,0.6447537,-0.54476154,-0.7545639,-0.18918464,0.36366272,-0.3702199,-0.5246532,-0.81439424,-1.6918951,-1.9397018
TCGA-HZ-A9TJ,-0.80110437,-1.2931724,0.38971582,-0.13476585,-0.19793163,0.32365534,-0.3396418,-0.44352466,1.622944,-0.34335953,-0.3941414,0.40519765,-0.4395881,0.94106823,-0.03844118,1.2106042,0.011477567,1.0557661,-0.187323,-1.1854184,1.3806849,1.6046325,-1.5205944,0.7265882,1.4251202,1.6901827,0.955459,-0.7936506,-1.6801746,-0.20407256,0.018937193,-0.3296308,0.780243,-1.7292144,1.2185332,-0.91989964,0.34052444,0.1255341,0.3268305,-0.65619045,0.27666157,2.43163,0.3619141,3.1883585,-1.6414644,0.8678366,0.48656538,0.3129784,0.78126603,-1.0337031,-1.7388812,-1.8702121,-0.4152565,-0.1593764,0.61625,0.041605495,-1.3517412,0.49935955,-0.48572034,-0.34234768,0.5252438,0.69055164,-0.30146486,0.5510315,-0.5370594,0.7925806,0.8692765,0.5235044,2.24611,1.0307344,-0.85069424,-0.42459708,0.7898651,-1.2156705,2.304271,0.68114126,-1.6935266,0.9196417,1.8409166,0.37821904,0.2403132,1.4059114,1.124005,0.98388326,0.031289577,0.031995013,-0.5530708,2.350831,-0.70424,0.41682675,0.021620166,-0.8387229,-0.8077985,0.61852163,1.9611974,0.6715356,-0.36113727,1.4310783,0.23492329,-0.632499
TCGA-HZ-7289,-0.07595816,-2.5847483,0.055738598,0.48817885,-0.07420209,1.678087,0.5768201,-0.31444973,-1.1142863,-1.0421245,-2.409867,-1.0976549,-0.05176881,0.10836026,1.6864414,-1.1559124,0.017216645,0.626343,-0.64257175,1.5823524,1.7638534,0.9997613,-0.5219182,-0.56133914,1.2625054,-0.4639343,0.76278067,-0.17906794,1.6083167,2.2044377,-0.15133551,0.15357248,-0.8231095,0.08090088,-0.96645004,0.7202787,-0.86366564,-0.33964947,1.3124139,-0.27548975,0.1748673,0.40298018,0.3040065,-0.31048077,0.2667473,-1.6353918,0.020215021,1.1370512,0.4869237,-0.9593675,0.9275357,0.029195994,-0.25622684,-0.90196955,-1.8462605,-0.07476081,-1.4849107,-1.1703366,-1.4270589,-1.1855044,-0.3860648,0.06200619,-0.17025004,-0.9094947,0.7640724,0.15201446,-0.40934348,-0.6516749,0.69021696,1.5974495,-1.1537507,-1.4328926,0.7190445,-1.0422962,-0.7937905,-0.45559233,1.9212813,0.5446726,-0.9240885,-0.02266232,-1.238482,-0.330115,-0.3311045,0.34649652,-1.0638458,-0.54933584,0.49149805,-0.194444,-0.47011417,0.17078954,-1.4247993,0.71786284,0.77638984,-0.561834,-0.46082902,0.28026038,-0.46569926,-0.45836192,0.7608693,0.053462178
